Материал,Класс,Поставщики
770000918612,G21050102,"['51983', '76925', '60519', '25890', '104795', '59541', '86311', '58691', '61448', '76120', '83996', '52095', '97586', '104734', '47772', '104735', '63104', '94401', '103322']"
770000918625,G21050102,"['63104', '59541', '58691', '52095', '61448', '76120', '76925', '47772', '60519', '66005', '40661']"
770000918636,G210502,"['63104', '59541', '86311', '95672', '58691', '60519', '47772', '76120', '73082', '52095', '25890']"
770000918740,G2107,['25890']
770000918839,G21050101,['54948']
770000918980,G21050301,"['69418', '79691', '103684', '71644', '86060', '94293']"
770000918986,G2106,['71644']
770000918999,G2106,['71644']
770000919081,G2106,"['72148', '44114']"
770000919085,G21050101,['54948']
770000919089,G21050101,"['72148', '44114']"
770000919331,G21050101,"['59541', '76925', '47772', '58691']"
770000919365,G2106,['58464']
770000919374,G2106,['72148']
770000919386,G2106,['72148']
770000919522,G210507,"['59541', '47772', '58691']"
770000919553,G2106,"['44114', '58464']"
770000919604,G2110,['52264']
770000919907,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000919996,G2106,['73668']
770000920007,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '83996', '72148', '47772', '25890']"
770000920010,G2106,"['63104', '69418', '59541', '86311', '58691', '25890', '83996', '72148', '47772', '60519']"
770000920011,G2106,"['63104', '69418', '59541', '86311', '60519', '47772', '25890']"
770000920014,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '83996', '72148', '47772', '25890']"
770000920017,G2106,"['59541', '69418', '47772', '63104']"
770000920084,G210502,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000920192,G21050101,['47772']
770000920310,G21050101,['47772']
770000920322,G21050101,['47772']
770000920331,G21050101,"['47772', '44114', '69357']"
770000920357,G21050101,['47772']
770000920375,G21050101,"['47772', '50630']"
770000920389,G21050101,['47772']
770000920399,G21050101,"['47772', '44114', '50630']"
770000920407,G21050101,['47772']
770000920431,G21050101,['47772']
770000920436,G210470,['73073']
770000920438,G21050101,['47772']
770000920465,G21050101,['84530']
770000920475,G21050101,['84530']
770000920660,G210507,"['61506', '73073', '91671', '73668']"
770000920700,G210506,"['75422', '94293', '94501']"
770000921116,G2110,"['97686', '73082', '56600']"
770000921121,G2110,"['97686', '73082', '56600']"
770000921123,G2110,"['97686', '73082', '56600']"
770000921130,G2110,"['97686', '73082', '56600']"
770000921132,G2110,"['97686', '73082', '56600']"
770000921135,G2110,"['97686', '73082', '56600']"
770000921142,G2110,"['97686', '73082', '56600']"
770000921480,G21050370,"['69418', '59541', '58464', '99208', '58691', '76925', '72148']"
770000922669,G21050102,['66005']
770000922677,G21050102,['66005']
770000922848,G2109,"['75815', '68501', '73419', '58857', '91364']"
770000922853,G21050102,['83996']
770000922901,G210514,['60519']
770000922916,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000923781,G210402,"['73636', '25471', '23472', '62488', '96542', '73073', '72222', '83996', '86060', '107737', '94293', '109587']"
770000923783,G210402,"['69573', '72222', '94293', '83996']"
770000923784,G210402,['83996']
770000923785,G210402,"['73636', '23472', '79691', '96542', '72222', '83996', '103704', '94293']"
770000923786,G210402,['7166930543']
770000923788,G210402,['83996']
770000923856,G21050301,"['23288', '78233', '97082', '87838']"
770000924037,G210402,"['96318', '23472', '83996', '86060', '107737', '94293', '109587']"
770000924356,G21050102,['72148']
770000924501,G21050102,['22722']
770000924789,G21050101,['47772']
770000924796,G21050101,"['47772', '57650']"
770000924818,G21050101,['47772']
770000924819,G21040101,['62488']
770000924839,G21050101,['47772']
770000924842,G21050101,"['47772', '57650']"
770000924847,G21050101,['47772']
770000924856,G21050101,['47772']
770000924864,G21050101,"['44114', '54948', '69357']"
770000924887,G21050101,['54948']
770000924892,G21050101,['54948']
770000924911,G21050101,"['44114', '54948']"
770000924916,G21050101,['54948']
770000924923,G21050101,['54948']
770000924936,G21050101,['54948']
770000925049,G210470,"['68501', '106382', '73419', '71605', '91364']"
770000925545,G2109,"['44114', '52509']"
770000925779,G2106,['76925']
770000925785,G2106,['76925']
770000925901,G21050101,"['7139206629', '7139206814', '7140707555', '7138603131']"
770000926086,G21050102,['59541']
770000926093,G21040101,"['69357', '44114', '83996']"
770000926096,G210502,"['59541', '47772', '60519', '76120']"
770000926258,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000926498,G210502,['58691']
770000926585,G21050102,"['76925', '72632', '58691', '58464']"
770000926629,G210502,['59541']
770000926961,G2106,['60519']
770000927335,G210511,"['104795', '89499', '51983', '111892', '58060', '94990', '94401', '104735']"
770000927487,G21050102,"['59541', '58691', '61448', '47772', '76925', '52095']"
770000928121,G210402,"['62488', '94293', '69573']"
770000928124,G210402,"['62488', '66923', '94293', '69573']"
770000928260,G21050101,['58691']
770000928311,G21050101,['47772']
770000928323,G21050102,['58691']
770000928616,G2109,"['75815', '68501', '73419', '71605', '91364']"
770000929020,G21050102,['60519']
770000929103,G210505,['59541']
770000929165,G21050102,['47772']
770000929184,G2106,['86311']
770000929212,G2106,['86311']
770000929265,G21050102,"['104795', '51983', '58060', '94990', '104735']"
770000929266,G21050102,"['104795', '51983', '58060', '94990', '104735']"
770000929285,G21050102,"['104795', '94990', '104735']"
770000929295,G210470,"['51983', '72631', '92706', '94401', '104735']"
770000929296,G210470,"['23472', '51983', '72631', '83996', '92706', '94401', '104735']"
770000929483,G21050102,['60519']
770000929493,G2106,['25890']
770000929535,G2106,['25890']
770000929541,G21050102,['60519']
770000929550,G2106,['86311']
770000929552,G2106,['25890']
770000929554,G2106,['25890']
770000929556,G2106,['25890']
770000929558,G2106,['86311']
770000929560,G2106,['25890']
770000929563,G2106,['25890']
770000929565,G2106,['25890']
770000929568,G21050102,['76120']
770000929569,G2106,['25890']
770000929571,G2106,['25890']
770000929572,G2106,['25890']
770000929575,G2106,['25890']
770000929581,G21050102,['47772']
770000929585,G21050102,['76120']
770000929590,G21050102,['76120']
770000929602,G21050102,['76120']
770000929615,G210502,['47772']
770000929638,G21040101,"['104795', '51983', '72631', '94990', '74111', '104735']"
770000929658,G21040101,"['104795', '51983', '72631', '94990', '74111', '104735']"
770000929669,G210502,"['73022', '47772']"
770000929677,G21040101,"['104795', '51983', '72631', '94990', '74111', '104735']"
770000929683,G21040101,"['104795', '51983', '72631', '94990', '74111', '104735']"
770000929688,G210402,['7175101510']
770000929692,G21040101,"['104795', '51983', '72631', '7175110024', '94990', '74111', '104735']"
770000929800,G210402,"['23472', '83996', '86060', '107737', '94293']"
770000929801,G210402,"['23472', '72164', '83996', '86060', '107737', '94293']"
770000929829,G210402,"['62488', '7175108163']"
770000929895,G21050102,"['58691', '54948', '108667', '76925', '52095', '66005', '40661']"
770000929900,G21050102,"['75290', '53891']"
770000929914,G2106,['60519']
770000929934,G21050102,"['59541', '60519', '76120', '97586']"
770000930421,G21050102,"['66005', '58691', '47772', '52095', '94293', '40661']"
770000930436,G21050301,"['69418', '44114']"
770000931249,G210505,['59541']
770000931381,G21050102,['76120']
770000931558,G2106,['58691']
770000931603,G21050102,['66005']
770000931730,G21050102,['86311']
770000931795,G21050301,"['75815', '68501', '75422', '62752', '73022', '73073', '58857', '71605', '23288', '94293']"
770000931911,G21050102,['58691']
770000931942,G21050102,['76120']
770000931977,G21050102,['76120']
770000931999,G210511,"['73073', '94401', '83996']"
770000932250,G210403,"['68377', '68501', '43965', '23288', '94293']"
770000932355,G21050301,"['69418', '75422', '62752', '73022', '54936', '55137', '69573', '58857', '72148', '23288']"
770000932397,G210403,"['72631', '94401', '104735', '51983']"
770000932399,G2106,['25890']
770000932412,G2106,['25890']
770000932422,G210403,"['72631', '94401', '104735', '51983']"
770000932425,G21050302,"['62752', '68501', '94293']"
770000932427,G210403,"['72631', '94401', '104735', '51983']"
770000932581,G2106,['86311']
770000932582,G2106,['86311']
770000932585,G21050102,['59541']
770000932904,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000932911,G21050102,"['59541', '61448', '47772', '58691']"
770000932942,G21050102,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770000932966,G21050102,"['104795', '51983', '58060', '94990', '104735']"
770000933276,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000933317,G2106,['66005']
770000933442,G2106,['59541']
770000933538,G21050301,"['95713', '68501', '75422', '69573', '96633', '96999', '23288', '94293']"
770000933680,G2106,['60519']
770000933697,G21050102,['76120']
770000933698,G21050301,"['75815', '50683', '68501', '75422', '40222', '88299', '58857', '100481', '23288', '94293']"
770000933700,G21050102,['76120']
770000933704,G21050102,"['59541', '47772', '52095', '76120']"
770000933851,G2110,['7119001794']
770000934380,G21050301,"['95713', '68501', '75422', '69573', '96999', '23288', '94293']"
770000934469,G21050301,"['75815', '68501', '75422', '71605', '23288', '94293']"
770000934488,G21050301,"['75815', '68501', '75422', '62752', '69573', '71605', '23288', '94293']"
770000934520,G210402,"['62460', '84257', '84828']"
770000935520,G2106,['66005']
770000935604,G2106,['76925']
770000935635,G21050101,"['59541', '47772', '58691']"
770000935882,G210502,['76120']
770000935965,G2109,"['75815', '73419', '68501', '91364']"
770000936118,G21050302,['66005']
770000936274,G21040101,['96633']
770000936294,G210502,['84530']
770000936396,G21050301,"['7175107205', '75815', '50683', '68501', '75422', '40222', '88299', '58857', '100481', '23288', '94293']"
770000936507,G210502,"['72148', '47772', '60519']"
770000936522,G21050102,"['58691', '27645']"
770000936525,G21050102,['58691']
770000936537,G21050102,"['59541', '27645']"
770000936585,G21050102,['76120']
770000936591,G210502,['71644']
770000936592,G210502,['71644']
770000936617,G21050102,['71644']
770000936620,G21050102,['71644']
770000936647,G21050102,"['71644', '7140704841']"
770000936736,G210502,['71644']
770000936953,G21050102,['15985']
770000936994,G210502,['40661']
770000937001,G210502,['40661']
770000937003,G210502,['40661']
770000937191,G210511,"['104795', '95713', '94401', '104734', '51983', '58857', '83996', '47772', '23288', '94293', '104735']"
770000937456,G21050102,"['111892', '94401', '66372']"
770000937676,G2106,['60519']
770000937734,G2106,['84530']
770000938306,G2106,['69418']
770000938307,G2106,['69418']
770000938310,G2106,"['7140703566', '76981', '7140700173', '96350', '98286', '7140709351']"
770000938318,G210511,"['79691', '86060']"
770000938375,G2106,['86060']
770000938428,G21050102,['58691']
770000938431,G21050102,['58691']
770000938616,G2106,['84530']
770000938618,G2106,['84530']
770000938757,G210402,"['23472', '62488', '79691', '83996', '103704', '94293']"
770000939534,G2110,['52264']
770000940027,G21050102,"['73073', '94401', '83996']"
770000940198,G2106,['58464']
770000940201,G2106,['58464']
770000940206,G2106,"['72148', '44114']"
770000940298,G2106,['72148']
770000940301,G2106,['72148']
770000940302,G2106,['72148']
770000940303,G2106,['72148']
770000940307,G2106,['72148']
770000940308,G2106,['72148']
770000940312,G2106,['72148']
770000940356,G2106,"['27645', '58464']"
770000940357,G2106,['58464']
770000940358,G2106,"['44114', '58464']"
770000940418,G21050101,['47772']
770000940419,G21050101,['47772']
770000940454,G2106,['58464']
770000940455,G2106,['58464']
770000940460,G2106,['58464']
770000940465,G2106,['58464']
770000940470,G2106,['58464']
770000940478,G2106,['58464']
770000940871,G2106,['72148']
770000940907,G2106,['72148']
770000940961,G21050102,['60519']
770000941036,G2106,['72148']
770000941038,G2106,['72148']
770000941077,G2106,['58464']
770000941079,G2106,['58464']
770000941106,G2106,['58464']
770000941111,G2106,['58464']
770000941120,G2106,['58464']
770000941136,G2106,['58464']
770000941181,G2106,['72148']
770000941183,G2106,['58464']
770000941185,G2106,['72148']
770000941186,G2106,['72148']
770000941187,G2106,['72148']
770000941188,G2106,['72148']
770000941189,G2106,['72148']
770000941190,G2106,"['72148', '76925']"
770000941193,G2106,"['76925', '69418', '66005']"
770000941194,G2106,['66005']
770000941199,G2106,['66005']
770000941208,G2106,"['76925', '69418', '66005', '84530']"
770000941391,G210402,"['7166930275', '86060']"
770000941394,G21050102,['71644']
770000941467,G210502,['76120']
770000941851,G21040102,['66912']
770000942868,G2106,['72148']
770000942869,G2106,['72148']
770000942896,G2106,['58464']
770000943581,G2106,['72148']
770000943586,G2106,['60519']
770000943628,G210404,['61860']
770000943840,G21050102,"['82436', '7140707753', '44194', '75892']"
770000943858,G21040101,['96633']
770000943990,G210511,"['82436', '44194', '75892']"
770000944017,G210511,"['104795', '72631', '94990', '47772', '94401']"
770000944028,G21050101,['47772']
770000944722,G210511,"['47772', '58464', '83996']"
770000944726,G210511,"['104795', '23472', '62488', '94401', '73073', '94994', '51983', '58857', '72631', '91113', '94990', '83996', '47772', '94293']"
770000944821,G2106,['59541']
770000944863,G2106,['58464']
770000945149,G2106,['94293']
770000945158,G2106,['59541']
770000945160,G2106,['59541']
770000945165,G21050301,"['68501', '62752']"
770000945599,G210511,['94293']
770000945628,G21050301,"['95713', '68501', '75422', '69573', '96999', '23288', '94293']"
770000945634,G21050102,"['58857', '47772', '94293']"
770000945670,G2106,['60519']
770000945980,G2106,['24446']
770000946015,G210502,"['72631', '94401']"
770000946147,G21050102,"['47772', '72631', '94401']"
770000946189,G2106,"['72148', '44114']"
770000946199,G2106,"['44114', '58464']"
770000946202,G2106,"['44114', '58464']"
770000946204,G21050102,"['44114', '58464']"
770000946205,G2106,"['72148', '44114']"
770000946370,G210511,['92706']
770000946870,G21040101,"['68501', '93067', '55137', '110033', '102633', '100726', '83996']"
770000946877,G210402,['7120001509']
770000946885,G210402,"['94293', '83996']"
770000946887,G210402,['83996']
770000946944,G210402,"['91391', '25471', '62488', '96542', '73073', '83996']"
770000946946,G210402,"['91391', '25471', '62488', '96542', '73073', '23472', '83996', '86060', '107737', '94293', '109587']"
770000946985,G2106,['58464']
770000946987,G2106,['58464']
770000946990,G2106,['58464']
770000946992,G2106,['58464']
770000947009,G2106,['72148']
770000947010,G2106,['72148']
770000947013,G2106,['72148']
770000947020,G2106,['60519']
770000947021,G2106,['72148']
770000947023,G2106,['72148']
770000947035,G2106,['72148']
