Клиент,Материал,Краткий текст материала,ЕИ,Общее количество,Месяц поставки,Год поставки,Полугодие,Срок поставки,Грузополучатель,Цена,Способ закупки,№ заказа,№ позиции,Дата заказа,ID Лота
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,0.615,12,2023,2,2023-12-01,20001013.0,387030.95,Закупка у единственного поставщика,11485375,1100,2023-07-03,100000692760.0
27605.0,770001501392,"Кабель КПпБП-130 3х16-3,3",КМ,0.36,12,2023,2,2023-12-01,20001013.0,387030.97,Закупка у единственного поставщика,11485375,1110,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,0.15,12,2023,2,2023-12-01,20001013.0,387030.96,Закупка у единственного поставщика,11485375,1120,2023-07-03,100000692760.0
27605.0,770000544704,Кабель нефтепогружной КПпБП-125 3х16,КМ,0.41,12,2023,2,2023-12-01,20001013.0,164339.18,Закупка у единственного поставщика,11485375,1130,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.6,10,2023,2,2023-10-02,20001013.0,251244.3,Закупка у единственного поставщика,11485375,1140,2023-07-03,100000692760.0
27605.0,770000719577,Кабель КПвПпБП-130 3х16-4кВ,КМ,0.682,12,2023,2,2023-12-01,20001013.0,164339.2,Закупка у единственного поставщика,11485375,1150,2023-07-03,100000692760.0
27605.0,770000544704,Кабель нефтепогружной КПпБП-125 3х16,КМ,1.09,12,2023,2,2023-12-01,20001013.0,164339.2,Закупка у единственного поставщика,11485375,1200,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.5,10,2023,2,2023-10-02,20001013.0,273545.76,Закупка у единственного поставщика,11485375,1210,2023-07-03,100000692760.0
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,0.6,12,2023,2,2023-12-01,20001013.0,138710.08,Закупка у единственного поставщика,11485375,1220,2023-07-03,100000692760.0
27605.0,1240250,Кабель КПвПпБП-130 3х25,КМ,0.681,12,2023,2,2023-12-01,20001013.0,138710.08,Закупка у единственного поставщика,11485375,1230,2023-07-03,100000692760.0
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,1.1,12,2023,2,2023-12-01,20001013.0,138710.08,Закупка у единственного поставщика,11485375,1250,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.35,10,2023,2,2023-10-02,20001013.0,1218610.28,Закупка у единственного поставщика,11485375,1260,2023-07-03,100000692760.0
27605.0,770001501392,"Кабель КПпБП-130 3х16-3,3",КМ,0.32,12,2023,2,2023-12-01,20001013.0,404682.79,Закупка у единственного поставщика,11485375,1270,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,1.76,12,2023,2,2023-12-01,20001013.0,404682.79,Закупка у единственного поставщика,11485375,1280,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,0.465,12,2023,2,2023-12-01,20001013.0,404682.79,Закупка у единственного поставщика,11485375,1330,2023-07-03,100000692760.0
27605.0,770000345147,Кабель КБТ-232-CELF 3х16 4кВ,КМ,0.35,12,2023,2,2023-12-01,20001013.0,1257078.24,Закупка у единственного поставщика,11485375,1380,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,2.525,12,2023,2,2023-12-01,20001013.0,420764.04,Закупка у единственного поставщика,11485375,1390,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.5,10,2023,2,2023-10-02,20001013.0,380254.01,Закупка у единственного поставщика,11485375,1420,2023-07-03,100000692760.0
27605.0,770001502113,Кабель КПпТБП-120 3х16-4,КМ,0.56,12,2023,2,2023-12-01,20001013.0,211568.75,Закупка у единственного поставщика,11485375,1430,2023-07-03,100000692760.0
27605.0,770001498540,"Кабель КПпТБП-130 3х16-3,3",КМ,0.917,12,2023,2,2023-12-01,20001013.0,211568.72,Закупка у единственного поставщика,11485375,1440,2023-07-03,100000692760.0
